名称,地址,经纬度,电话,省份,城市,区县
藤野造型(市标吴航西洋中路店),吴航西洋中路9号(十洋地铁站B西北口步行450米),"119.513613,25.955307",13112317921,福建省,福州市,长乐区
漂亮人生美容美发连锁企业(胜利店),吴航镇胜利路30-40号二楼,"119.522282,25.959418",0591-28825288;0591-28825611,福建省,福州市,长乐区
佩奇造型.烫染接发(金峰店),金峰镇振兴路249号,"119.629134,25.975350",15880127823,福建省,福州市,长乐区
叁仟先生男士理发(长乐万星广场店),万星广场二层B035商铺,"119.493143,25.953324",15980291598,福建省,福州市,长乐区
美丽公社(南华花园店),金峰镇南华花园B座22号,"119.625253,25.976701",0591-28679525;15060444151,福建省,福州市,长乐区
MOCCI慕紫烫发.染发(永荣店),广场南路888号永荣广场,"119.494275,25.943275",19204929211,福建省,福州市,长乐区
福州藤野造型(万星广场店),吴航路988号万星广场长乐店B1层,"119.493505,25.953176",17674132174,福建省,福州市,长乐区
漂亮人生(永荣广场店),广场南路888号58-59,"119.493674,25.941756",0591-28989652,福建省,福州市,长乐区
轻丝美高端假发定制(长乐店),吴航街道吴航路226号,"119.511771,25.955129",15060126668,福建省,福州市,长乐区
最美识光美学沙龙(会堂路店),会堂路83号,"119.504581,25.953467",15750816456;15859021321,福建省,福州市,长乐区
壹加美美业(宾顺花园旗舰店),胪峰大道宾顺花园613号,"119.627164,25.978805",0591-27522668;0591-28671723,福建省,福州市,长乐区
蒂舞季美业(总店),吴航街道三峰路金色海岸169号,"119.512539,25.961668",18060879520,福建省,福州市,长乐区
A咖造型(长乐大名城店),首占镇通圆路长乐大名城89-31,"119.497226,25.930266",18649860502,福建省,福州市,长乐区
漂亮人生(长山湖广场店),长山湖购物广场2层肯德基旁(沃尔玛超市出口处),"119.499648,25.955943",0591-27567000,福建省,福州市,长乐区
古奈Hair Salon(滨海新城蝶寓店),文武砂蝶寓古奈理发店,"119.589823,25.886046",15555155616,福建省,福州市,长乐区
尤理(工作室),朝阳北路188-6号(尤理工作室),"119.508353,25.970393",[],福建省,福州市,长乐区
美美造型(宾顺花园总店),金峰镇胪峰大道宾顺花园4座5-8号,"119.626962,25.978759",0591-28670978;0591-28671723;13774612216,福建省,福州市,长乐区
塑型形象造型(解放路店),解放路212号民主小区北区,"119.517954,25.964196",[],福建省,福州市,长乐区
独特美发,漳港街道漳港商行街59号,"119.629663,25.919878",15060680860,福建省,福州市,长乐区
漂亮人生(三峰街店),通济园6座(十洋地铁站B西北口步行480米),"119.514531,25.961752",0591-28825722;0591-28930365,福建省,福州市,长乐区
慕颜Design(东湖数字小镇店),文物砂镇东湖星街B104,"119.592144,25.874843",17306909776,福建省,福州市,长乐区
超会染·时尚顶尖造型(长乐店),吴航街道民主街89号,"119.520072,25.962654",13809544800,福建省,福州市,长乐区
颜东HAIRSALON(国鑫庄苑店),朝阳中路23号,"119.508922,25.956588",15259199299,福建省,福州市,长乐区
领结理发店,首占镇和谐路正源财富广场,"119.494236,25.936864",18860139541,福建省,福州市,长乐区
漂亮人生(漳港店),漳港街道商行街72号,"119.629361,25.920086",0591-28629526,福建省,福州市,长乐区
长乐香港发廊玉田旗舰店(玉田店),营融线与青闸线交叉口西20米,"119.459229,25.872960",13950279377;15060040840,福建省,福州市,长乐区
FCS台湾快剪(长乐十洋商贸大厦店),十洋永辉超市入口通道(十洋地铁站D东南口步行130米),"119.514894,25.957904",17720751634;18250446466,福建省,福州市,长乐区
发缘帝形象会所(团结小区店),民主街团结小区5幢13号店面(131铺),"119.521136,25.962198",[],福建省,福州市,长乐区
Barber Shop绅士男士理髪馆(万星广场店),航城街道万星广场988号写字楼1号楼一楼地面停车场绅士男士理髪馆,"119.493425,25.954125",19942394550;19959159021,福建省,福州市,长乐区
审美烫染沙龙(福州长乐区),松下镇首址村首址医院旁,"119.600736,25.756379",15985768502,福建省,福州市,长乐区
漂亮人生(锦江店),航城街道锦江花园二6号7楼连接体3号店,"119.506789,25.958063",0591-28202228;0591-28883810;15859137065,福建省,福州市,长乐区
三原色烫染造型(城市之春店),城市之春7号楼5-6号(国惠酒店正对面),"119.498730,25.953954",[],福建省,福州市,长乐区
北极星美发造型,首站镇中发首府101店铺05号北极星美发造型,"119.494109,25.939427",15880400554,福建省,福州市,长乐区
重庆无名剪(长乐商贸大楼店),奎桥路226号,"119.515792,25.954113",[],福建省,福州市,长乐区
慕可造型(金色海岸店),三峰路195号,"119.511531,25.961704",18750785510,福建省,福州市,长乐区
杉浩美发造型(长乐店),民主街团结小区134号(吴航小学斜对面),"119.520217,25.962918",0591-28602860;13685003940,福建省,福州市,长乐区
漂亮人生美容(锦江店),郑和西路200-5号邮电小区1号楼一层店面,"119.502475,25.958406",0591-28511799,福建省,福州市,长乐区
顺杰美发用品(日辉小区店),爱心路139号,"119.512265,25.964751",0591-28837003,福建省,福州市,长乐区
长乐香港发廊(河下店),河阳楼小区2座,"119.516991,25.962515",[],福建省,福州市,长乐区
纤艺造型(外语外贸店),首占镇外语外贸学院学生街,"119.500443,25.925993",13055401345,福建省,福州市,长乐区
领秀会(长乐店),吴航街道西洋中路国际明珠,"119.512413,25.957908",15859139771;18060511719,福建省,福州市,长乐区
新伽美(河阳楼小区店),河阳楼小区4座,"119.517118,25.962983",0591-28333110;13489014512,福建省,福州市,长乐区
漂亮人生(龙庭湾店),航城街道永硕龙庭湾A区s3-1漂亮人生,"119.497235,25.948017",0591-28818855,福建省,福州市,长乐区
新动丽美发连锁机构(乐升花园店),西洋北路22号(乐升花园旁),"119.513008,25.965739",13055254210,福建省,福州市,长乐区
格调形象设计(商行街店),漳港街道商行街124-12,"119.629934,25.918654",13615008382,福建省,福州市,长乐区
博雅美业造型连锁,八角亭解放路223号店面,"119.518293,25.964408",13015754618,福建省,福州市,长乐区
新偶像美容美发会所(漳港分店),漳港街道永安路11号,"119.628760,25.918383",0591-28799990;13600888415,福建省,福州市,长乐区
你好漂亮(商行街店),漳港街道商行街75号,"119.629639,25.919832",13110777760,福建省,福州市,长乐区
漂亮人生(商业店),金峰镇弘鑫商业街胪东二路 132 号,"119.629194,25.976212",0591-28908055,福建省,福州市,长乐区
首选美容美发(永荣广场店),广场南路888号永荣广场F1层,"119.494571,25.943129",13358207222,福建省,福州市,长乐区
292barbershop男士理发馆,三峰路116号,"119.515019,25.962016",18850784120,福建省,福州市,长乐区
MK发型设计,航城街道吴航路287号,"119.507814,25.954810",18506053887,福建省,福州市,长乐区
kk快剪新趋势(安平广场店),源达超市收银台旁边,"119.626323,25.920667",13599052803,福建省,福州市,长乐区
ONLY唯一造型(团结小区店),杨井巷与培青路交叉口东北20米,"119.521697,25.961519",18825727725,福建省,福州市,长乐区
漂亮人生C&C首占店,首占镇振铎路98-12号(皇庭·首占1号),"119.482308,25.942303",15659199599,福建省,福州市,长乐区
娜娜发廊(十洋街店),解放路217号,"119.518470,25.964434",[],福建省,福州市,长乐区
触动烫染吧(吴航路店),吴航路46号仁和医院对面,"119.516656,25.955421",15959114786,福建省,福州市,长乐区
纤艺造型(凯旋城店),长限路1-6号,"119.485588,25.950638",13055401345,福建省,福州市,长乐区
圣美烫染吧(日辉小区店),爱心路135号,"119.512352,25.964757",15205087821,福建省,福州市,长乐区
壹佰分形象裁剪沙龙(河下街店),民主街27号民主小区南区7座,"119.518965,25.963376",15960154746,福建省,福州市,长乐区
三溪漂亮人生,三溪商贸城东滨路90号,"119.554480,25.842890",0591-28511368;13950445023,福建省,福州市,长乐区
回首造型(福州长乐区),吴航路国丰花园11座楼12店,"119.511490,25.955145",13055254893,福建省,福州市,长乐区
完美人生形象设计(西滨花园店),西洋南路65号西滨花园,"119.513442,25.967180",[],福建省,福州市,长乐区
五月造型(长乐大名城店),通园路长乐大名城,"119.497130,25.930120",13850107221,福建省,福州市,长乐区
美丽传说奢华造型(兴业银行大楼店),中国银行长乐侨联支行南门旁,"119.513855,25.962026",[],福建省,福州市,长乐区
慕颜Design(时代广场店),漳港街道万沙路7号新投时代中心4-101,"119.603619,25.897703",17306909776,福建省,福州市,长乐区
漂亮人生(首占一号店),首占一号,"119.482339,25.942398",15659199599,福建省,福州市,长乐区
靓顺美发,广场南路888号永荣广场,"119.494425,25.942325",13055295796,福建省,福州市,长乐区
米紫雅美发工作室,金峰镇金林路15号,"119.629024,25.970765",17850093997,福建省,福州市,长乐区
攻略,金峰镇胪东三路207号,"119.628617,25.976834",15980122891,福建省,福州市,长乐区
名轩美发,区S201(漳湖路),"119.632686,25.924294",13509303434;18759139355,福建省,福州市,长乐区
星.造型 hair zone,江田镇滨东一路22-1,"119.580181,25.823374",15060155939,福建省,福州市,长乐区
一剪美理发店(凤岐东路店),仙岐村三10号,"119.646525,25.914694",15359765365,福建省,福州市,长乐区
新主流烫染造型设计,金峰镇兰田村鑫福源戴斯酒店旁边,"119.603933,25.958179",13665013630,福建省,福州市,长乐区
新感觉美发,漳港街道龙峰村杨南路290号,"119.626031,25.926365",13489018582,福建省,福州市,长乐区
江田镇三溪村格调造型专业烫染机构,江田镇三溪新区南路24号,"119.551173,25.838912",13685026031,福建省,福州市,长乐区
忠·造型,漳港街道永安路47号,"119.627981,25.918492",15960076719,福建省,福州市,长乐区
新名都美发,金峰镇山星村星城区9-8号,"119.622876,25.976085",15005039909,福建省,福州市,长乐区
尚艺发型工作室,大兴南路中国移动营业厅对面,"119.582189,25.817092",18750707030,福建省,福州市,长乐区
曼青美容美发店,航城吴航路427号阳光花园一区,"119.503588,25.954476",18396123136,福建省,福州市,长乐区
精致快剪(河阳楼小区店),河下街1297号,"119.517055,25.962293",15659152118,福建省,福州市,长乐区
风云剪美发沙龙(02分店),南阳大道与双桂路交叉口东南80米,"119.579418,25.820900",18650076202,福建省,福州市,长乐区
艾尼造型,金峰镇星城区1-51-6号,"119.623600,25.974795",13960876961,福建省,福州市,长乐区
快剪,航城龙津村前街237号,"119.506007,25.936274",13030801746,福建省,福州市,长乐区
忠艺造型6S烫染品牌店,西洋北路201号滨江望郡,"119.513518,25.970300",17758917746,福建省,福州市,长乐区
至尊精致剪烫(郑和花园一期店),吴航街道航华路36号(十洋地铁站B西北口步行450米),"119.511623,25.959631",13950273427,福建省,福州市,长乐区
卓艺造型(长乐店),福州华纯连锁酒店西门旁,"119.513519,25.954094",13615021582,福建省,福州市,长乐区
发觉(安平广场店),安平广场,"119.626006,25.920644",17606075887,福建省,福州市,长乐区
青丝坊美发,古槐镇感恩村工业路17号,"119.543695,25.857334",17605901567,福建省,福州市,长乐区
千丝造型,榕航路114-1号店,"119.497761,25.960056",15985737885;18859117731,福建省,福州市,长乐区
星梅理发,西洋南路与江莲路交叉口北260米,"119.511632,25.947166",15960077969,福建省,福州市,长乐区
(完美造型)专业美发,吴航街道西关街50号,"119.516447,25.965880",13003890530,福建省,福州市,长乐区
阿宝发吧,漳港镇龙峰村蔡北路47号,"119.629511,25.928315",13763850105,福建省,福州市,长乐区
艺剪美,振兴路与弘鑫商业街交叉口北300米,"119.630530,25.978692",15960057550,福建省,福州市,长乐区
鸿辉烫染造型纹绣点痣祛疣,金峰镇塘下村王朱97号,"119.631904,25.985645",15880479164,福建省,福州市,长乐区
韩风专业形象沙龙(金色海岸店),吴航街道金色海岸21座,"119.511963,25.959835",13459133151,福建省,福州市,长乐区
摩登美发设计中心,区三峰西路航中楼10号摩登美发店,"119.509519,25.962008",15880120808,福建省,福州市,长乐区
UU造型,吴航街道三峰路220号,"119.512074,25.962046",13655078543,福建省,福州市,长乐区
568造型(长乐店),南山御景11栋2号,"119.515400,25.953090",[],福建省,福州市,长乐区
炫彩美发(漳湖路店),228国道与漳湖路交叉口西220米,"119.656517,25.936336",[],福建省,福州市,长乐区
林义理发店,营前街道东街路159号,"119.468203,25.964965",[],福建省,福州市,长乐区
新天姿美发会所(日辉小区店),吴航街道爱心路115号日辉小区5座,"119.512775,25.964775",[],福建省,福州市,长乐区
