名称,地址,经纬度,电话,省份,城市,区县,来源城市
金韵理发店,保国大街,"126.669143,45.588663",13703682317,黑龙江省,哈尔滨市,平房区,哈尔滨市
小梅梅美发,新和街18-22车库,"126.619175,45.606575",13674603288,黑龙江省,哈尔滨市,平房区,哈尔滨市
美伦造型(绿地·香堤九里店),绿地·香堤九里东1门旁,"126.641090,45.573228",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
十元美发,联盟大街与集智头道街交叉口南40米,"126.676875,45.592375",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
小贺造型,新祥里小区22号,"126.630033,45.607037",15663667318,黑龙江省,哈尔滨市,平房区,哈尔滨市
豪尚烫染店,新月街与友协大街交叉口西240米,"126.628301,45.607585",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
尚丝造型,哈南九路与普惠大道交叉口南260米,"126.628447,45.588855",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
朝华发艺,东升家园二期东升街624栋二单元副10-6号,"126.674482,45.589308",15146612183,黑龙江省,哈尔滨市,平房区,哈尔滨市
手艺人发型设计,花园小区西北1门旁,"126.632500,45.600838",18245171213,黑龙江省,哈尔滨市,平房区,哈尔滨市
源美美发(保国大街店),保国大街与新国街交叉口西40米,"126.669281,45.587602",13936495535,黑龙江省,哈尔滨市,平房区,哈尔滨市
几禾造型(新友街店),新疆大街副97号北月家园小区1107号楼,"126.626034,45.606619",15245111526,黑龙江省,哈尔滨市,平房区,哈尔滨市
多加达人美发(友谊家园店),新疆大街135号友谊家园,"126.623935,45.604019",18714612334,黑龙江省,哈尔滨市,平房区,哈尔滨市
新雨发艺(万达华府C区店),万达华府C区东2门旁,"126.615198,45.573689",13054284822,黑龙江省,哈尔滨市,平房区,哈尔滨市
万艺美发沙龙,友协街道友协大街建设银行正对面,"126.634898,45.603505",13936686631,黑龙江省,哈尔滨市,平房区,哈尔滨市
超越发型设计(建安四道街店),建安四道街副5-20号,"126.653981,45.585113",13613628779,黑龙江省,哈尔滨市,平房区,哈尔滨市
宏宇发艺(绿地世纪城店),哈南九路与哈南第二大道交叉口东北240米,"126.626987,45.587125",18245052230,黑龙江省,哈尔滨市,平房区,哈尔滨市
拾年理容造型设计,公社大街与友协西头道街交叉口西北100米,"126.632452,45.599879",13936491056,黑龙江省,哈尔滨市,平房区,哈尔滨市
小宇美发沙龙(东实·碧水湾2期店),新伟街道新平街东实·碧水湾2期16号楼,"126.616083,45.607688",18745727515,黑龙江省,哈尔滨市,平房区,哈尔滨市
靓丽发艺(建文小区店),洪镜街附41号,"126.625619,45.601893",15146292983,黑龙江省,哈尔滨市,平房区,哈尔滨市
全美发艺,集智街206楼,"126.673840,45.592593",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
零点美发(宝融福园店),兴建街68号宝融福园吉祥座2单元,"126.641316,45.607027",15945775430,黑龙江省,哈尔滨市,平房区,哈尔滨市
尚艺造型(新建小区店),新建小区762号楼,"126.645050,45.600806",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
精典美发(保国大街店),保国大街25-5,"126.671563,45.587340",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
梦露发廊,保国大街13-1,"126.671786,45.587264",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
蒙恩造型(机电嘉园店),联盟大街123号机电嘉园西区,"126.670221,45.581236",18245043277,黑龙江省,哈尔滨市,平房区,哈尔滨市
小跟班亲子儿童美发乐园,新疆街道新疆大街117号红旗茂商业城A2-7栋,"126.628619,45.606498",15045835789,黑龙江省,哈尔滨市,平房区,哈尔滨市
比酷发型工作室,建安小区东区北2门旁,"126.654497,45.587132",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
美格发型设计,兴建街与建文街交叉口东100米,"126.644485,45.603637",15945118884,黑龙江省,哈尔滨市,平房区,哈尔滨市
晓岩美发,保国三道街与东宁街交叉口东南20米,"126.670033,45.589815",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
超凡剪艺(友协商场店),公社大街68号友协商场F1层,"126.631052,45.603496",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
孙晶理发店,万米二道街与新星街交叉口西40米,"126.613860,45.606629",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
美域美发烫染沙龙,公社大街与建文街交叉口南40米,"126.632050,45.600969",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
美中国造型,友协东三道街与青年街交叉口东北40米,"126.639180,45.604480",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
志尚美发,青年街与友协东二道街交叉口东南60米,"126.641367,45.600568",18245054503,黑龙江省,哈尔滨市,平房区,哈尔滨市
丝尚造型(建安四道街店),建安四道街建安花园小区3号楼一层21号,"126.652394,45.585591",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
瑞敏发艺(宝融福园店),兴建街72-7号宝融福园,"126.640760,45.606353",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
红艺造型,友协街道友协大街副114号405楼一楼,"126.635977,45.600420",15045623882,黑龙江省,哈尔滨市,平房区,哈尔滨市
尚剪发型设计(兴建小区店),兴建小区762楼底商,"126.645074,45.600778",15846634640,黑龙江省,哈尔滨市,平房区,哈尔滨市
本良发艺(新城里小区店),新城里小区西北1门旁,"126.643200,45.599964",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
零点造型(绿色新城西区店),建安头道街附2号绿色新城西区,"126.659101,45.581479",17645181479,黑龙江省,哈尔滨市,平房区,哈尔滨市
佳剪空间,东升家园二期624楼,"126.673975,45.589115",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
九九快剪,友协街道226楼一单元1层095号住宅,"126.639952,45.599903",15046055379,黑龙江省,哈尔滨市,平房区,哈尔滨市
起点造型(香悦蓝天下店),兴建街道东海路20号香悦蓝天下,"126.651436,45.605621",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
容苑美业(中天富城店),新疆大街336号中天富城18号楼,"126.621183,45.598726",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
亚芳美发店(宜居新家园店),宜居新家园6楼底商,"126.626300,45.599933",15804638589,黑龙江省,哈尔滨市,平房区,哈尔滨市
智美美业,万达华府C区,"126.615188,45.575309",15645053446;19969649283,黑龙江省,哈尔滨市,平房区,哈尔滨市
御树堂全方位康复理疗美容美体连锁(南郡豪庭店),建安头道街27号,"126.660375,45.584518",13030021144,黑龙江省,哈尔滨市,平房区,哈尔滨市
小关发艺(建安小区店),联盟街道建安四道街6-28号,"126.652407,45.585542",15046788890,黑龙江省,哈尔滨市,平房区,哈尔滨市
简·法形象设计美发工作室(建平小区店),通建街副38-1号,"126.641867,45.602304",18145156484,黑龙江省,哈尔滨市,平房区,哈尔滨市
妍君发屋,同心街704楼2门1号,"126.621722,45.603428",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
朋客造型 新平街店,新平街14号1409,"126.616730,45.606676",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
金三角专业发型染烫,友协街道友协西五道街哈飞幼儿园南侧约70米,"126.632395,45.603757",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
双龙造型,新平街1405楼,"126.617253,45.605847",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
大志造型(东实·碧水湾2期店),新平街68号,"126.615730,45.608239",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
姗姗美发,保国大街18-3,"126.671757,45.587296",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
啊雷剪吧(东轻家园店),东轻家园120楼,"126.619063,45.606886",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
招财快剪,北月家园1206号楼1层,"126.627946,45.607485",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
当代美发(秀水名苑二期店),当代美发秀水名苑2期21号楼2单元102室,"126.637290,45.582819",15546683096,黑龙江省,哈尔滨市,平房区,哈尔滨市
时尚发艺(建安小区店),健安头道街与友协大街交叉口西南180米,"126.659494,45.585525",13604510164;13936499419,黑龙江省,哈尔滨市,平房区,哈尔滨市
美梳发型工作室,东轻家园119楼13-24号车库,"126.619135,45.607304",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
丝屿造型,G4栋三单元102室,"126.608479,45.593417",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
丝美造型,星耀南城1号楼,"126.611731,45.600498",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
景渡发型工作室,友协东四道街7-21号,"126.635807,45.604967",15204622912,黑龙江省,哈尔滨市,平房区,哈尔滨市
小K造型,万达华府E区,"126.618975,45.573375",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
平房区丝序美容美发,新祥里街副13号,"126.630379,45.606272",13124507535,黑龙江省,哈尔滨市,平房区,哈尔滨市
铭人发艺(绿色新城东区店),南城九路与哈南第二大道交叉口东240米,"126.662052,45.580623",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
引力时空发艺,万达华府D区D9-20,"126.614470,45.571128",13455325583,黑龙江省,哈尔滨市,平房区,哈尔滨市
慕一造型店,哈南五路与滨河大道交叉口东南260米,"126.611556,45.598966",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
剪不剪剪吧(友协东头道街店),友协大街东头道街309楼,"126.638588,45.599240",18845059203,黑龙江省,哈尔滨市,平房区,哈尔滨市
大江发型,万达华府F区F3-06,"126.615554,45.571532",18088706458,黑龙江省,哈尔滨市,平房区,哈尔滨市
小蕊造型,兴建街与建文街交叉口东100米,"126.644403,45.603592",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
小玉美甲美睫工作室(顺达商厦店),新疆大街75号顺达商厦F1层,"126.632839,45.606616",15546462025,黑龙江省,哈尔滨市,平房区,哈尔滨市
哈尔滨市平房区婷婷婚纱美妆工作室(东实·碧水湾2期店),新星街碧水湾小区二期25号楼2单元203,"126.613072,45.606410",13674676179,黑龙江省,哈尔滨市,平房区,哈尔滨市
黄小姐美甲工作室(兴建小区A区店),兴建街与建文街交叉口东100米,"126.644486,45.603651",18745777236,黑龙江省,哈尔滨市,平房区,哈尔滨市
Tina化妆婚纱工作室,哈南第二大道与南城九路交叉口东140米,"126.660751,45.579849",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
靓俪人生美肤养生工作室(绿色新城西区店),南城九路建安头道街副14-5号,"126.658727,45.581893",18745869531,黑龙江省,哈尔滨市,平房区,哈尔滨市
予竹美妆工作室,绿色新城西区12栋,"126.658629,45.580954",18246555928,黑龙江省,哈尔滨市,平房区,哈尔滨市
专业可视采耳爱尼尔美容保健工作室,友协大街326号楼,"126.634933,45.603360",18646375820,黑龙江省,哈尔滨市,平房区,哈尔滨市
康康美容工作室,友协大街与新疆大街交叉口南60米,"126.632835,45.605202",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
秀美理容工作室(中天富城店),新疆大街第366号中天富城,"126.620901,45.599521",13613622786,黑龙江省,哈尔滨市,平房区,哈尔滨市
旭旭美甲美睫工作室(建安小区店),新国街8号1层1号,"126.666757,45.586365",13394611781,黑龙江省,哈尔滨市,平房区,哈尔滨市
甲次方美甲工作室,哈南十五路7号宇光万和城20号楼二单元302室,"126.644565,45.571385",13062679545,黑龙江省,哈尔滨市,平房区,哈尔滨市
若西snow美甲美睫工作室,友协大街副67-6号顺达嘉园二号楼若西美甲美睫工作室,"126.632584,45.607694",17106973208,黑龙江省,哈尔滨市,平房区,哈尔滨市
鼓鼓派美甲工作室,哈南十七路与哈南第八大道交叉口东北220米,"126.646425,45.570275",[],黑龙江省,哈尔滨市,平房区,哈尔滨市
YAM轻奢美发沙龙(万博华庭店),万博华庭南门东50米,"126.987305,45.533027",0451-51724333,黑龙江省,哈尔滨市,阿城区,哈尔滨市
艺尚沙龙,华龙路15号(华龙金城南门旁),"126.974485,45.544654",13936368238,黑龙江省,哈尔滨市,阿城区,哈尔滨市
张辉造型,朝阳小区9号,"126.971982,45.542145",0451-53867771;13104079666,黑龙江省,哈尔滨市,阿城区,哈尔滨市
尚美造型(华龙金城店),华龙金城1号楼7门市,"126.972807,45.544615",13633675875,黑龙江省,哈尔滨市,阿城区,哈尔滨市
阿吉形象设计(华龙金城店),华龙金城2号楼9门,"126.973912,45.544643",18246501345,黑龙江省,哈尔滨市,阿城区,哈尔滨市
MNTV0AHB丝韵美学(蒙妮坦)美发店,高明胡同58号,"126.977550,45.538953",18904606061,黑龙江省,哈尔滨市,阿城区,哈尔滨市
808烫染剪发(交运福安家园店),交运福安家园西1门旁,"126.964651,45.544974",13089999446,黑龙江省,哈尔滨市,阿城区,哈尔滨市
帅仔潮流名剪(阿城区文化中心家属楼店),胜利街文化中心小区2号楼1-8门,"126.972425,45.535242",15045166638;15945944417,黑龙江省,哈尔滨市,阿城区,哈尔滨市
阿四造型(达仁·印象城购物中心),印象城1层,"126.980380,45.537301",0451-53725556;13503673558,黑龙江省,哈尔滨市,阿城区,哈尔滨市
旮旯发型工作室,金城街4委老客运站商服14号,"126.972172,45.539458",13203333732,黑龙江省,哈尔滨市,阿城区,哈尔滨市
金秋发型设计(网吧一条街),锅炉厂住家属楼西门东210米,"126.975233,45.535695",15846309850,黑龙江省,哈尔滨市,阿城区,哈尔滨市
木子烫染剪吧(万米楼店),新华小区1号9-102,"126.973398,45.531250",13199525790,黑龙江省,哈尔滨市,阿城区,哈尔滨市
NICE品质造型(高明小区店),高明胡同1号高明小区,"126.979760,45.539486",16267066999,黑龙江省,哈尔滨市,阿城区,哈尔滨市
金苹果造型(永泰广小区店),永泰广18号楼,"126.966517,45.539250",13936052224;15945942729,黑龙江省,哈尔滨市,阿城区,哈尔滨市
顶头尚丝(河畔丽景店),河畔丽景小区5号楼1门,"126.990675,45.548933",13100839991,黑龙江省,哈尔滨市,阿城区,哈尔滨市
酷吧美容美发会馆(哈尔滨金城步行街店),金城小区3号楼1楼门市,"126.972943,45.539510",15245606355,黑龙江省,哈尔滨市,阿城区,哈尔滨市
静仙形象订制(供销处楼店),牌路大街与柴市路交叉口东南20米,"126.976242,45.532757",15245195985,黑龙江省,哈尔滨市,阿城区,哈尔滨市
卓越美发沙龙,白酒厂北楼,"126.964134,45.537110",13212925508,黑龙江省,哈尔滨市,阿城区,哈尔滨市
宇轩阿鑫造型(印象城店),解放大街甲33号,"126.982224,45.538368",15145095552,黑龙江省,哈尔滨市,阿城区,哈尔滨市
东尼造型(哈尔滨阿城区),金城小区13号,"126.973009,45.539546",[],黑龙江省,哈尔滨市,阿城区,哈尔滨市
港式小姐妹形象定制(小红书),清真广场南侧22号门市,"126.967306,45.535878",15663409437,黑龙江省,哈尔滨市,阿城区,哈尔滨市
你好色彩发型专业店,保安胡同5号,"126.976515,45.537274",13206532569;18348596369,黑龙江省,哈尔滨市,阿城区,哈尔滨市
小郑美发,上京大道149号,"126.968345,45.546934",13503619697;18846129977,黑龙江省,哈尔滨市,阿城区,哈尔滨市
88潮牌造型(高明胡同店),高明小区高明胡同45号88,"126.977400,45.538945",[],黑龙江省,哈尔滨市,阿城区,哈尔滨市
慕白造型,武装部家属楼门市(慕白造型),"126.961850,45.539260",13091717173,黑龙江省,哈尔滨市,阿城区,哈尔滨市
江涞发型设计工作室,金城街北新小区1号楼1层12号商服,"126.968815,45.543771",18745050650,黑龙江省,哈尔滨市,阿城区,哈尔滨市
红日美发(金城小区店),金城小区3号楼,"126.973033,45.539455",[],黑龙江省,哈尔滨市,阿城区,哈尔滨市
女神发艺(金城西街店),金城小区9号楼,"126.972287,45.538943",18686813495,黑龙江省,哈尔滨市,阿城区,哈尔滨市
